en,fr
Even more precise parallax measurements would have to wait until the development and improvement of astronomical instruments.,Il faudra cependant attendre près de deux millénaires que les instruments d’observation astronomiques se développent et s’améliorent pour que des mesures encore plus précises de parallaxes puissent être faites.
"In fact, it was almost two millennia later in 1672 when Jean-Dominique Cassini, a French astronomer of Italian origin, and Jean Richer, a French astronomer, used more modern equipment to precisely measure the average Earth–Sun distance (also known as an ""astronomical unit"").","Ainsi, la distance moyenne séparant la Terre du Soleil (que l’on nomme une « unité astronomique ») fut mesurée de façon précise pour la première fois en 1672 par l’astronome français d’origine italienne Jean-Dominique Cassini et l’astronome français Jean Richer."
Their method relied on simultaneous observations of Mars from Paris and French Guyana.,C’est par des observations simultanées de Mars depuis Paris et la Guyanne française qu’ils y parvinrent.
The honour of being the first to measure the distance to a star other than the Sun must be given to the German astronomer Friedrich Bessel.,C’est à l’astronome allemand Friedrich Bessel que revient l’honneur d’avoir mesuré pour la première fois la distance d’une étoile (autre que le Soleil).
"In 1838, he calculated the distance to 61 Cygni as 11 light-years from Earth.","En 1838, il réussit à évaluer la distance de l’étoile 61 du Cygne à environ 11 années-lumière."
"These days, astronomers have several methods for measuring distances.","De nos jours, les astronomes disposent de plusieurs méthodes pour mesurer les distances."
"For objects within the Milky Way, most methods employ the method of parallax.","Pour les objets situés à l’intérieur de la Voie lactée, la plupart des méthodes utilisées dérivent de la méthode de la parallaxe."
Another method for measuring galactic distances uses Type 1a supernovae: stars that generate constant amounts of energy after their supernova explosion.,"Une autre méthode pour mesurer les distances galactiques fait intervenir les supernovae de type 1a, des étoiles dégageant toujours lors de leur explosion une quantité d’énergie similaire."
"They can be thought of as a ""bomb standard"": an explosion of known strength and luminosity.",On les compare ainsi à des «bombes standards» : des explosions de force et de luminosité connues.
Their apparent brightness in the sky is thus a measure of how far away they are from Earth.,La mesure de leur brillance apparente nous permet donc d’établir leur distance.
"Although these types of methods for measuring astronomical distances have allowed scientists to estimate the extent of the Universe, the sheer scale of it is mind-boggling.","Grâce à ces méthodes de mesures astronomiques, nous savons aujourd’hui que la taille de l’Univers est inconcevable."
"It is somewhat easier to visualize such vast distances if we begin by imagining something smaller, like our own solar system.","Nous pouvons toutefois tenter d’y parvenir, en commençant par visualiser quelque chose de plus petit, comme notre système solaire, par exemple."
"The solar system consists of the Sun, planets that revolve around the Sun, and millions of smaller bodies.","Le système solaire se compose du Soleil, de toutes les planètes tournant autour de lui ainsi que de millions de corps plus petits."
"The Oort Cloud, a vast reservoir of comets that circle the Sun, marks the outer limit of the solar system.","Le nuage de Oort, un immense réservoir de comètes centré sur le Soleil, en marque la limite extérieure; son diamètre est d’environ 1,6 année-lumière."
"The distance to this boundary is about 1.6 light-years (recall that each light-year is almost 10,000 billion kilometres).","Une année-lumière, rappelons-le, correspond à environ 10 000 milliards de kilomètres."
"If you can imagine Pluto—the smallest and farthest of our solar system’s planets—as the same size as the head of a pin measuring 1 millimetre across, then the Sun would be as big as two 30-centimetre beach balls lying side by side 2.6 kilometres away from the head of the pin.","Si l’on fait correspondre la taille de Pluton, la plus petite et la plus éloignée des planètes du système solaire, à une tête d’épingle de 1 millimètre de diamètre, le Soleil aurait alors la taille de deux ballons de plage (de 30 centimètres chacun) et se trouverait à 2,6 kilomètres de la tête d’épingle."
Our solar system lies in the Milky Way spiral galaxy.,On estime que celle-ci contient environ 200 milliards d’étoiles rassemblées en forme de disque.
"At this scale, the size of our own solar system is quite insignificant.","Le diamètre de la Voie lactée est de 100 000 années-lumière; à cette échelle, la taille du système solaire est insignifiante."
"In fact, if our entire 1.6-light-year solar system could sit on the head of a pin, the rest of our galaxy would be the size of a hockey rink!","Si l’on fait cette fois correspondre la taille du système solaire (soit 1,6 années-lumière) à une tête d’épingle, la Voie lactée aurait la taille d’une patinoire de hockey!"
The Milky Way is bunched together with more than 35 other galaxies to form a galaxy cluster known as the Local Group.,La Voie lactée fait partie d’un groupe de galaxies qui se nomme le Groupe Local; on y dénombre plus de 35 galaxies.
"The largest member, the Andromeda galaxy, is visible in a moonless night sky without light pollution.","La galaxie d’Andromède, qui est visible dans le ciel à l’œil nu lors des nuits sans Lune ni pollution lumineuse, en est le membre le plus grand."
"The other galaxies in the group, like the Large Magellanic Cloud and the Small Magellanic Cloud, are typically smaller than the Milky Way.","Les autres galaxies du groupe, comme le Grand et le Petit Nuage de Magellan, sont en général plus petites que la Voie lactée."
The Local Group occupies an area with a diameter of about 10 million light-years and a centre lying somewhere between the Milky Way and Andromeda.,Le Groupe Local s’étend sur un volume dont le diamètre est d’environ 10 millions d’années-lumière et dont le centre se trouve entre la galaxie d’Andromède et la Voie lactée.
"If you can once again imagine the solar system as a head of a pin and our galaxy as a hockey rink, then the entire Local Group would measure 6.25 kilometres across.","En faisant toujours correspondre la taille du système solaire à une tête d’épingle et notre galaxie à patinoire de hockey, le Groupe Local aurait donc un diamètre de 6,25 kilomètres."
The giant Virgo galaxy cluster marks the centre of the Local Supercluster at a distance of 50 million light-years.,"Tout le Superamas Local est centré sur l’amas de galaxies géant de la Vierge, situé à 50 millions d’années-lumière de la Voie lactée."
"The Virgo Cluster contains a ""cannibal"" galaxy at its centre—M87—that draws in and absorbs neighbouring galaxies.","L’amas de la Vierge possède en son centre une super galaxie « cannibale », appelée M87, qui attire et absorbe ses galaxies voisines."
